epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
184,68.2417,0.74147,0.74698,0.9398,0.95322,0.96207,0.99235,0.84964,0.64276,0.65158,0.84905,0.000440067,0.000440067,0.000440067
185,68.5993,0.73629,0.70129,0.88651,0.95322,0.96207,0.99235,0.84964,0.64276,0.65158,0.84905,0.000436401,0.000436401,0.000436401
186,68.9626,0.92782,0.86096,0.9032,0.95322,0.96207,0.99235,0.84964,0.64276,0.65158,0.84905,0.000432734,0.000432734,0.000432734
187,69.3286,0.84843,0.73642,0.85435,0.95322,0.96207,0.99235,0.84964,0.64276,0.65158,0.84905,0.000429068,0.000429068,0.000429068
188,69.7031,0.73767,0.64462,0.88887,0.95532,0.96024,0.99319,0.84894,0.6379,0.63377,0.84571,0.000425402,0.000425402,0.000425402
189,70.0475,0.81737,0.71395,0.88273,0.95532,0.96024,0.99319,0.84894,0.6379,0.63377,0.84571,0.000421736,0.000421736,0.000421736
190,70.3927,0.93145,0.84346,0.91585,0.95532,0.96024,0.99319,0.84894,0.6379,0.63377,0.84571,0.000418069,0.000418069,0.000418069
191,70.7347,0.74069,0.65416,0.87576,0.95532,0.96024,0.99319,0.84894,0.6379,0.63377,0.84571,0.000414403,0.000414403,0.000414403
192,71.2002,0.7861,0.68989,0.87372,0.97345,0.9633,0.99363,0.85445,0.63898,0.61316,0.84627,0.000410737,0.000410737,0.000410737
193,71.5537,0.8537,0.69632,0.86625,0.97345,0.9633,0.99363,0.85445,0.63898,0.61316,0.84627,0.00040707,0.00040707,0.00040707
194,71.9197,0.80415,0.75779,0.86507,0.97345,0.9633,0.99363,0.85445,0.63898,0.61316,0.84627,0.000403404,0.000403404,0.000403404
195,72.2893,0.90648,0.74615,0.95438,0.97345,0.9633,0.99363,0.85445,0.63898,0.61316,0.84627,0.000399738,0.000399738,0.000399738
196,72.6593,0.63669,0.64263,0.82269,0.97936,0.9695,0.99382,0.86509,0.60829,0.59413,0.84097,0.000396071,0.000396071,0.000396071
197,73.0401,0.72658,0.69877,0.89675,0.97936,0.9695,0.99382,0.86509,0.60829,0.59413,0.84097,0.000392405,0.000392405,0.000392405
198,73.4012,0.87205,0.75972,0.91308,0.97936,0.9695,0.99382,0.86509,0.60829,0.59413,0.84097,0.000388739,0.000388739,0.000388739
199,73.7687,0.79666,0.73653,0.89572,0.97936,0.9695,0.99382,0.86509,0.60829,0.59413,0.84097,0.000385073,0.000385073,0.000385073
200,74.1549,0.79969,0.72917,0.8966,0.98617,0.98018,0.99396,0.86537,0.6101,0.57962,0.83905,0.000381406,0.000381406,0.000381406
201,74.5164,0.76519,0.68493,0.86593,0.98617,0.98018,0.99396,0.86537,0.6101,0.57962,0.83905,0.00037774,0.00037774,0.00037774
202,74.8715,0.80833,0.71117,0.86909,0.98617,0.98018,0.99396,0.86537,0.6101,0.57962,0.83905,0.000374074,0.000374074,0.000374074
203,75.2288,0.71068,0.67521,0.87169,0.98617,0.98018,0.99396,0.86537,0.6101,0.57962,0.83905,0.000370407,0.000370407,0.000370407
204,75.6082,0.70961,0.70505,0.89357,0.98848,0.9711,0.99399,0.86338,0.61305,0.56474,0.83924,0.000366741,0.000366741,0.000366741
205,75.9536,0.69126,0.63645,0.87574,0.98848,0.9711,0.99399,0.86338,0.61305,0.56474,0.83924,0.000363075,0.000363075,0.000363075
206,76.2971,0.70503,0.67894,0.87968,0.98848,0.9711,0.99399,0.86338,0.61305,0.56474,0.83924,0.000359409,0.000359409,0.000359409
207,76.6322,0.7921,0.68844,0.94045,0.98848,0.9711,0.99399,0.86338,0.61305,0.56474,0.83924,0.000355742,0.000355742,0.000355742
208,76.9893,0.73181,0.68628,0.87339,0.97697,0.98367,0.99406,0.86367,0.61572,0.55576,0.84115,0.000352076,0.000352076,0.000352076
209,77.3211,0.70201,0.60514,0.8736,0.97697,0.98367,0.99406,0.86367,0.61572,0.55576,0.84115,0.00034841,0.00034841,0.00034841
210,77.7609,0.72752,0.6457,0.87147,0.97697,0.98367,0.99406,0.86367,0.61572,0.55576,0.84115,0.000344743,0.000344743,0.000344743
211,78.1037,0.64721,0.70436,0.91702,0.97697,0.98367,0.99406,0.86367,0.61572,0.55576,0.84115,0.000341077,0.000341077,0.000341077
212,78.4537,0.68345,0.68151,0.86839,0.97909,0.97371,0.99404,0.87857,0.58437,0.53708,0.83539,0.000337411,0.000337411,0.000337411
213,78.8172,0.72451,0.67898,0.88861,0.97909,0.97371,0.99404,0.87857,0.58437,0.53708,0.83539,0.000333744,0.000333744,0.000333744
214,79.183,0.8242,0.70306,0.88603,0.97909,0.97371,0.99404,0.87857,0.58437,0.53708,0.83539,0.000330078,0.000330078,0.000330078
215,79.5513,0.78954,0.80233,0.88138,0.97909,0.97371,0.99404,0.87857,0.58437,0.53708,0.83539,0.000326412,0.000326412,0.000326412
216,79.9187,0.78116,0.69787,0.95487,0.98322,0.97134,0.99379,0.88484,0.55526,0.52709,0.8307,0.000322745,0.000322745,0.000322745
217,80.272,0.65855,0.63552,0.86307,0.98322,0.97134,0.99379,0.88484,0.55526,0.52709,0.8307,0.000319079,0.000319079,0.000319079
218,80.6352,0.71949,0.617,0.89271,0.98322,0.97134,0.99379,0.88484,0.55526,0.52709,0.8307,0.000315413,0.000315413,0.000315413
219,81.0057,0.75142,0.6451,0.88552,0.98322,0.97134,0.99379,0.88484,0.55526,0.52709,0.8307,0.000311747,0.000311747,0.000311747
220,81.3864,0.91023,0.79709,0.89188,0.98602,0.97964,0.99454,0.88422,0.56244,0.52491,0.83221,0.00030808,0.00030808,0.00030808
221,81.7265,0.69198,0.68438,0.86443,0.98602,0.97964,0.99454,0.88422,0.56244,0.52491,0.83221,0.000304414,0.000304414,0.000304414
222,82.0675,0.75158,0.65952,0.87849,0.98602,0.97964,0.99454,0.88422,0.56244,0.52491,0.83221,0.000300748,0.000300748,0.000300748
223,82.4073,0.78526,0.66771,0.90137,0.98602,0.97964,0.99454,0.88422,0.56244,0.52491,0.83221,0.000297081,0.000297081,0.000297081
224,82.766,0.82547,0.69875,0.88619,0.9849,0.98581,0.99474,0.88362,0.55678,0.51814,0.83121,0.000293415,0.000293415,0.000293415
225,83.1168,0.74452,0.65262,0.87514,0.9849,0.98581,0.99474,0.88362,0.55678,0.51814,0.83121,0.000289749,0.000289749,0.000289749
226,83.453,0.7491,0.6395,0.91747,0.9849,0.98581,0.99474,0.88362,0.55678,0.51814,0.83121,0.000286083,0.000286083,0.000286083
227,83.9002,0.75674,0.72466,0.89258,0.9849,0.98581,0.99474,0.88362,0.55678,0.51814,0.83121,0.000282416,0.000282416,0.000282416
228,84.2539,0.71399,0.64356,0.86033,0.98662,0.98677,0.99492,0.88711,0.55507,0.5205,0.83149,0.00027875,0.00027875,0.00027875
229,84.6149,0.74537,0.67248,0.87004,0.98662,0.98677,0.99492,0.88711,0.55507,0.5205,0.83149,0.000275084,0.000275084,0.000275084
230,84.9841,0.69436,0.69233,0.89034,0.98662,0.98677,0.99492,0.88711,0.55507,0.5205,0.83149,0.000271417,0.000271417,0.000271417
231,85.3506,0.667,0.68878,0.88853,0.98662,0.98677,0.99492,0.88711,0.55507,0.5205,0.83149,0.000267751,0.000267751,0.000267751
232,85.7395,0.69718,0.62687,0.85686,0.9846,0.98693,0.99492,0.88094,0.5583,0.51948,0.83292,0.000264085,0.000264085,0.000264085
233,86.1011,0.76147,0.64785,0.87676,0.9846,0.98693,0.99492,0.88094,0.5583,0.51948,0.83292,0.000260418,0.000260418,0.000260418
234,86.4515,0.74251,0.66115,0.86815,0.9846,0.98693,0.99492,0.88094,0.5583,0.51948,0.83292,0.000256752,0.000256752,0.000256752
235,86.8036,0.71587,0.66378,0.87626,0.9846,0.98693,0.99492,0.88094,0.5583,0.51948,0.83292,0.000253086,0.000253086,0.000253086
236,87.1678,0.76611,0.69112,0.8634,0.98724,0.98554,0.995,0.89019,0.54433,0.50878,0.83016,0.00024942,0.00024942,0.00024942
237,87.5309,0.66569,0.66238,0.85638,0.98724,0.98554,0.995,0.89019,0.54433,0.50878,0.83016,0.000245753,0.000245753,0.000245753
238,87.8861,0.67002,0.64592,0.86365,0.98724,0.98554,0.995,0.89019,0.54433,0.50878,0.83016,0.000242087,0.000242087,0.000242087
239,88.255,0.70356,0.63191,0.86099,0.98724,0.98554,0.995,0.89019,0.54433,0.50878,0.83016,0.000238421,0.000238421,0.000238421
240,88.6257,0.669,0.60494,0.87411,0.98904,0.98572,0.99496,0.89559,0.52399,0.4959,0.82532,0.000234754,0.000234754,0.000234754
241,88.9917,0.65567,0.63054,0.86667,0.98904,0.98572,0.99496,0.89559,0.52399,0.4959,0.82532,0.000231088,0.000231088,0.000231088
242,89.3408,0.72682,0.68385,0.93293,0.98904,0.98572,0.99496,0.89559,0.52399,0.4959,0.82532,0.000227422,0.000227422,0.000227422
243,89.8052,0.77146,0.63691,0.84499,0.98904,0.98572,0.99496,0.89559,0.52399,0.4959,0.82532,0.000223755,0.000223755,0.000223755
244,90.1809,0.79644,0.67374,0.90459,0.98948,0.9855,0.99496,0.89827,0.51702,0.48856,0.82366,0.000220089,0.000220089,0.000220089
245,90.5527,0.77407,0.68376,0.87387,0.98948,0.9855,0.99496,0.89827,0.51702,0.48856,0.82366,0.000216423,0.000216423,0.000216423
246,90.9173,0.63652,0.60928,0.86105,0.98948,0.9855,0.99496,0.89827,0.51702,0.48856,0.82366,0.000212757,0.000212757,0.000212757
247,91.2881,0.69091,0.60799,0.87501,0.98948,0.9855,0.99496,0.89827,0.51702,0.48856,0.82366,0.00020909,0.00020909,0.00020909
248,91.6688,0.6905,0.6164,0.89442,0.98903,0.98554,0.99496,0.88473,0.52671,0.49337,0.82459,0.000205424,0.000205424,0.000205424
249,92.0117,0.64353,0.58403,0.89056,0.98903,0.98554,0.99496,0.88473,0.52671,0.49337,0.82459,0.000201758,0.000201758,0.000201758
250,92.3582,0.63841,0.58877,0.84021,0.98903,0.98554,0.99496,0.88473,0.52671,0.49337,0.82459,0.000198091,0.000198091,0.000198091
251,92.7011,0.59304,0.61531,0.86765,0.98903,0.98554,0.99496,0.88473,0.52671,0.49337,0.82459,0.000194425,0.000194425,0.000194425
252,93.056,0.78896,0.68367,0.85866,0.98721,0.9871,0.99496,0.8848,0.53229,0.49277,0.82467,0.000190759,0.000190759,0.000190759
253,93.3947,0.6819,0.67956,0.88493,0.98721,0.9871,0.99496,0.8848,0.53229,0.49277,0.82467,0.000187092,0.000187092,0.000187092
254,93.7344,0.67933,0.63707,0.87163,0.98721,0.9871,0.99496,0.8848,0.53229,0.49277,0.82467,0.000183426,0.000183426,0.000183426
255,94.087,0.65383,0.58833,0.85572,0.98721,0.9871,0.99496,0.8848,0.53229,0.49277,0.82467,0.00017976,0.00017976,0.00017976
256,94.4528,0.75321,0.67308,0.8704,0.98616,0.98822,0.99496,0.88972,0.51495,0.48648,0.82217,0.000176094,0.000176094,0.000176094
257,94.7891,0.74913,0.66988,0.86516,0.98616,0.98822,0.99496,0.88972,0.51495,0.48648,0.82217,0.000172427,0.000172427,0.000172427
258,95.1372,0.66829,0.64414,0.87385,0.98616,0.98822,0.99496,0.88972,0.51495,0.48648,0.82217,0.000168761,0.000168761,0.000168761
259,95.4757,0.66225,0.60032,0.83775,0.98616,0.98822,0.99496,0.88972,0.51495,0.48648,0.82217,0.000165095,0.000165095,0.000165095
260,95.8476,0.66426,0.6264,0.86162,0.98508,0.98793,0.99496,0.90465,0.49296,0.47627,0.81921,0.000161428,0.000161428,0.000161428
261,96.3288,0.74406,0.75747,0.87909,0.98508,0.98793,0.99496,0.90465,0.49296,0.47627,0.81921,0.000157762,0.000157762,0.000157762
262,96.6913,0.73381,0.68451,0.85478,0.98508,0.98793,0.99496,0.90465,0.49296,0.47627,0.81921,0.000154096,0.000154096,0.000154096
263,97.0465,0.62938,0.63964,0.87683,0.98508,0.98793,0.99496,0.90465,0.49296,0.47627,0.81921,0.000150429,0.000150429,0.000150429
264,97.4216,0.7565,0.66957,0.85504,0.98456,0.98807,0.99496,0.91562,0.48919,0.46999,0.81837,0.000146763,0.000146763,0.000146763
265,97.7878,0.67699,0.64454,0.88268,0.98456,0.98807,0.99496,0.91562,0.48919,0.46999,0.81837,0.000143097,0.000143097,0.000143097
266,98.1584,0.65795,0.57651,0.84894,0.98456,0.98807,0.99496,0.91562,0.48919,0.46999,0.81837,0.000139431,0.000139431,0.000139431
267,98.5245,0.71439,0.61116,0.86463,0.98456,0.98807,0.99496,0.91562,0.48919,0.46999,0.81837,0.000135764,0.000135764,0.000135764
268,98.9036,0.65386,0.75882,0.86841,0.98473,0.98861,0.99492,0.90898,0.49091,0.46935,0.81779,0.000132098,0.000132098,0.000132098
269,99.2445,0.62159,0.63505,0.8707,0.98473,0.98861,0.99492,0.90898,0.49091,0.46935,0.81779,0.000128432,0.000128432,0.000128432
270,99.5755,0.65525,0.63432,0.8873,0.98473,0.98861,0.99492,0.90898,0.49091,0.46935,0.81779,0.000124765,0.000124765,0.000124765
271,99.9235,0.65664,0.60913,0.85701,0.98473,0.98861,0.99492,0.90898,0.49091,0.46935,0.81779,0.000121099,0.000121099,0.000121099
272,100.271,0.68205,0.63058,0.90221,0.98532,0.98913,0.99492,0.91355,0.48518,0.46641,0.81758,0.000117433,0.000117433,0.000117433
273,100.608,0.74337,0.63877,0.89678,0.98532,0.98913,0.99492,0.91355,0.48518,0.46641,0.81758,0.000113766,0.000113766,0.000113766
274,100.954,0.69001,0.62339,0.86287,0.98532,0.98913,0.99492,0.91355,0.48518,0.46641,0.81758,0.0001101,0.0001101,0.0001101
275,101.301,0.71284,0.61621,0.84168,0.98532,0.98913,0.99492,0.91355,0.48518,0.46641,0.81758,0.000106434,0.000106434,0.000106434
276,101.665,0.65868,0.72366,0.86545,0.98486,0.98951,0.99492,0.91178,0.48419,0.46773,0.81703,0.000102768,0.000102768,0.000102768
277,102.023,0.80712,0.67311,0.92493,0.98486,0.98951,0.99492,0.91178,0.48419,0.46773,0.81703,9.91012e-05,9.91012e-05,9.91012e-05
278,102.478,0.68972,0.6175,0.87657,0.98486,0.98951,0.99492,0.91178,0.48419,0.46773,0.81703,9.54349e-05,9.54349e-05,9.54349e-05
279,102.82,0.67889,0.63143,0.86182,0.98486,0.98951,0.99492,0.91178,0.48419,0.46773,0.81703,9.17686e-05,9.17686e-05,9.17686e-05
280,103.174,0.64565,0.59046,0.86012,0.985,0.9899,0.99496,0.91295,0.49096,0.46555,0.81767,8.81023e-05,8.81023e-05,8.81023e-05
281,103.513,0.78424,0.64629,0.88477,0.985,0.9899,0.99496,0.91295,0.49096,0.46555,0.81767,8.4436e-05,8.4436e-05,8.4436e-05
282,103.853,0.6384,0.60327,0.86163,0.985,0.9899,0.99496,0.91295,0.49096,0.46555,0.81767,8.07697e-05,8.07697e-05,8.07697e-05
283,104.204,0.70053,0.66797,0.86453,0.985,0.9899,0.99496,0.91295,0.49096,0.46555,0.81767,7.71034e-05,7.71034e-05,7.71034e-05
284,104.569,0.66851,0.67885,0.86122,0.98443,0.99014,0.99492,0.91498,0.48873,0.46559,0.81651,7.34371e-05,7.34371e-05,7.34371e-05
285,104.911,0.62886,0.59453,0.85047,0.98443,0.99014,0.99492,0.91498,0.48873,0.46559,0.81651,6.97708e-05,6.97708e-05,6.97708e-05
286,105.258,0.68894,0.60266,0.86781,0.98443,0.99014,0.99492,0.91498,0.48873,0.46559,0.81651,6.61045e-05,6.61045e-05,6.61045e-05
287,105.592,0.58836,0.5884,0.85269,0.98443,0.99014,0.99492,0.91498,0.48873,0.46559,0.81651,6.24382e-05,6.24382e-05,6.24382e-05
288,105.952,0.62878,0.59319,0.83904,0.9848,0.99057,0.99492,0.91603,0.47966,0.46342,0.81536,5.87719e-05,5.87719e-05,5.87719e-05
289,106.313,0.63266,0.59576,0.8778,0.9848,0.99057,0.99492,0.91603,0.47966,0.46342,0.81536,5.51056e-05,5.51056e-05,5.51056e-05
290,106.674,0.6601,0.59495,0.84844,0.9848,0.99057,0.99492,0.91603,0.47966,0.46342,0.81536,5.14393e-05,5.14393e-05,5.14393e-05
291,107.803,0.62778,0.6718,0.8416,0.9848,0.99057,0.99492,0.91603,0.47966,0.46342,0.81536,4.7773e-05,4.7773e-05,4.7773e-05
292,108.225,0.66542,0.70018,0.86997,0.98501,0.99165,0.99492,0.91643,0.47265,0.46154,0.81444,4.41067e-05,4.41067e-05,4.41067e-05
293,108.613,0.61058,0.64906,0.89383,0.98501,0.99165,0.99492,0.91643,0.47265,0.46154,0.81444,4.04404e-05,4.04404e-05,4.04404e-05
294,108.965,0.6283,0.61993,0.87066,0.98501,0.99165,0.99492,0.91643,0.47265,0.46154,0.81444,3.67741e-05,3.67741e-05,3.67741e-05
295,109.326,0.71011,0.71866,0.88821,0.98501,0.99165,0.99492,0.91643,0.47265,0.46154,0.81444,3.31078e-05,3.31078e-05,3.31078e-05
296,109.857,0.58492,0.62303,0.84511,0.98577,0.99217,0.99496,0.90909,0.46966,0.46083,0.81414,2.94415e-05,2.94415e-05,2.94415e-05
297,110.191,0.66836,0.70289,0.86886,0.98577,0.99217,0.99496,0.90909,0.46966,0.46083,0.81414,2.57752e-05,2.57752e-05,2.57752e-05
298,110.526,0.66542,0.65277,0.88256,0.98577,0.99217,0.99496,0.90909,0.46966,0.46083,0.81414,2.21089e-05,2.21089e-05,2.21089e-05
299,110.865,0.68999,0.70925,0.85024,0.98577,0.99217,0.99496,0.90909,0.46966,0.46083,0.81414,1.84426e-05,1.84426e-05,1.84426e-05
300,111.22,0.7395,0.71252,0.85809,0.98641,0.99301,0.99496,0.91091,0.47224,0.46081,0.8144,1.47763e-05,1.47763e-05,1.47763e-05
